,test_id,gene_id,gene,sample_1,sample_2,status,value_1,value_2,log2(fold_change),test_stat,p_value,q_value,significant,Transcript length (including UTRs and CDS),m6a_sites,m6a_ratio,SG_transcripts_per_cell,transcript_per_cell,fraction_molecules_in_SGs
1168,ENST00000261560,ENSG00000118620.12,ZNF430,SG,TOT,OK,6.34767,1.22566,2.3726700000000003,-9.09198,5e-05,0.000542289,yes,3886.0,0.0,0.64844437,0.5828898071625344,0.9590453834115805,0.6077812554490797
1169,ENST00000261569,ENSG00000069020.18,MAST4,SG,TOT,OK,1.93232,1.23904,0.641112,-1.3823,0.01765,0.102073,no,7664.0,1.0,0.558934005,0.1774398530762167,0.9695148669796556,0.18301921829110035
1170,ENST00000261584,ENSG00000083093.9,PALB2,SG,TOT,OK,15.8933,7.66506,1.05205,-4.80701,5e-05,0.000542289,yes,4008.0,1.0,0.704769037,1.4594398530762167,5.9976995305164325,0.24333327230724935
1171,ENST00000261588,ENSG00000047578.12,KIAA0556,SG,TOT,OK,9.09752,3.37183,1.43194,-6.12331,5e-05,0.000542289,yes,6624.0,0.0,0.57130535,0.8354012855831037,2.6383646322378715,0.3166360234576496
1172,ENST00000261590,ENSG00000046604.12,DSG2,SG,TOT,OK,22.9923,10.5509,1.12379,-5.38058,5e-05,0.000542289,yes,5697.0,3.0,0.189039959,2.1113223140495867,8.255790297339594,0.25573836519684306
1173,ENST00000261596,ENSG00000101577.9,LPIN2,SG,TOT,OK,33.3166,9.41314,1.82349,-7.88808,5e-05,0.000542289,yes,6229.0,3.0,0.219827017,3.059375573921028,7.3655242566510175,0.4153642656404849
1174,ENST00000261597,ENSG00000080986.12,NDC80,SG,TOT,OK,27.8042,39.317,-0.49984799999999996,2.33067,0.0001,0.00104232,yes,2126.0,3.0,0.307353171,2.553186409550046,30.76447574334898,0.08299138366113791
1175,ENST00000261600,ENSG00000079134.11,THOC1,SG,TOT,OK,6.505,10.8117,-0.7329680000000001,1.12786,0.05495,0.25019600000000003,no,2108.0,1.0,0.365858968,0.5973370064279154,8.459859154929577,0.07060838667507201
1176,ENST00000261609,ENSG00000128731.16,HERC2,SG,TOT,OK,12.0654,1.43795,3.0687900000000004,-13.460999999999999,5e-05,0.000542289,yes,15364.0,2.0,0.356694991,1.1079338842975206,1.1251564945226917,0.9846931424126231
1177,ENST00000261622,ENSG00000103257.8,SLC7A5,SG,TOT,OK,301.98,183.783,0.716454,-2.8092799999999998,5e-05,0.000542289,yes,4556.0,2.0,0.621042363,27.730027548209367,143.8051643192488,0.1928305404015147
1178,ENST00000261637,ENSG00000120800.4,UTP20,SG,TOT,OK,58.0891,10.9412,2.4085,-11.3735,5e-05,0.000542289,yes,9031.0,4.0,0.127689822,5.33416896235078,8.561189358372458,0.6230640088732768
1179,ENST00000261643,ENSG00000006695.10,COX10,SG,TOT,OK,7.34174,8.01078,-0.12582100000000002,0.503966,0.3763,0.618941,no,2898.0,3.0,0.220453601,0.6741726354453627,6.268215962441315,0.10755414929622002
1180,ENST00000261646,ENSG00000072310.16,SREBF1,SG,TOT,OK,28.7445,26.3591,0.12498599999999999,-0.350521,0.5215,0.722803,no,4904.0,2.0,0.233835099,2.639531680440771,20.625273865414712,0.12797559429583352
1181,ENST00000261653,ENSG00000111450.13,STX2,SG,TOT,OK,17.8229,8.6703,1.03958,-3.6896199999999997,5e-05,0.000542289,yes,3331.0,1.0,0.315460051,1.6366299357208447,6.784272300469483,0.24123883347187985
1182,ENST00000261667,ENSG00000102753.9,KPNA3,SG,TOT,OK,12.6943,12.8176,-0.013950200000000001,0.0657853,0.90985,0.94586,no,4222.0,3.0,0.392779354,1.165684113865932,10.029420970266042,0.11622646185874586
1183,ENST00000261674,ENSG00000061936.9,SFSWAP,SG,TOT,OK,33.1683,12.8655,1.3663,-5.63111,5e-05,0.000542289,yes,3246.0,1.0,0.401559879,3.045757575757576,10.066901408450704,0.30255164446140315
1184,ENST00000261692,ENSG00000111328.6,CDK2AP1,SG,TOT,OK,10.9277,21.875,-1.00129,1.5389700000000002,0.0153,0.0908078,no,1346.0,1.0,0.034582012,1.0034618916437097,17.11658841940532,0.058625110743801646
1185,ENST00000261693,ENSG00000073060.15,SCARB1,SG,TOT,OK,18.4062,16.6684,0.14308099999999999,-0.566976,0.3292,0.5815600000000001,no,3405.0,2.0,0.24895276,1.6901928374655646,13.042566510172142,0.12959050936388566
1186,ENST00000261708,ENSG00000108651.9,UTP6,SG,TOT,OK,3.87486,4.5986,-0.247049,0.598174,0.3029,0.560168,no,4330.0,3.0,0.209633592,0.3558181818181818,3.5982785602503915,0.09888566876084816
1187,ENST00000261714,ENSG00000108578.14,BLMH,SG,TOT,OK,36.1049,25.3056,0.512738,-2.05334,0.00035,0.003304,yes,2307.0,1.0,0.270967255,3.3154178145087236,19.800938967136148,0.16743740385298705
1188,ENST00000261716,ENSG00000160551.11,TAOK1,SG,TOT,OK,53.9145,11.6128,2.21496,-9.15139,5e-05,0.000542289,yes,12643.0,3.0,0.233213062,4.950826446280991,9.086697965571204,0.5448432934647206
1189,ENST00000261721,ENSG00000064726.9,BTBD1,SG,TOT,OK,19.4743,21.5358,-0.145171,0.403479,0.4827,0.6964779999999999,no,3194.0,3.0,0.247527405,1.7882736455463726,16.851173708920186,0.1061216076954775
1190,ENST00000261735,ENSG00000089248.6,ERP29,SG,TOT,OK,11.1821,21.0698,-0.91399,2.0605,0.00215,0.016791099999999996,yes,1623.0,1.0,0.493156288,1.0268227731864095,16.486541471048515,0.06228248507969849
1191,ENST00000261740,ENSG00000111199.10,TRPV4,SG,TOT,OK,1.5754700000000001,1.56115,0.013174200000000002,-0.0282262,0.95825,0.971208,no,3228.0,0.0,0.194780875,0.14467125803489442,1.2215571205007825,0.11843184048207736
1192,ENST00000261755,ENSG00000103876.12,FAH,SG,TOT,OK,0.977462,8.69533,-3.15313,2.2441400000000002,0.0473,0.22360500000000003,no,1471.0,1.0,0.0574361,0.08975775941230486,6.803857589984351,0.013192186671342618
1193,ENST00000261758,ENSG00000117899.10,MESD,SG,TOT,OK,14.8274,10.7126,0.46895699999999996,-1.77781,0.00205,0.0161168,yes,4200.0,0.0,,1.3615610651974288,8.382316118935837,0.16243255991284228
1194,ENST00000261772,ENSG00000090861.15,AARS,SG,TOT,OK,79.1928,34.5821,1.19534,-5.72676,5e-05,0.000542289,yes,3437.0,0.0,0.606198328,7.272066115702479,27.059546165884193,0.268743092405255
1195,ENST00000261776,ENSG00000103043.14,VAC14,SG,TOT,OK,20.5969,14.7931,0.47750699999999996,-1.7570700000000001,0.00245,0.0188754,yes,3096.0,0.0,0.209596323,1.8913590449954087,11.575195618153366,0.16339758803118562
1196,ENST00000261778,ENSG00000103047.7,TANGO6,SG,TOT,OK,6.5339,4.1103,0.6687,-2.91183,5e-05,0.000542289,yes,4893.0,3.0,0.626889563,0.5999908172635445,3.216197183098591,0.18655287070598497
1197,ENST00000261783,ENSG00000081181.7,ARG2,SG,TOT,OK,5.0599300000000005,7.408010000000001,-0.549968,0.569758,0.32799999999999996,0.580516,no,1911.0,0.0,0.038371552,0.46464003673094584,5.796564945226917,0.08015782469815089
1198,ENST00000261797,ENSG00000070614.14,NDST1,SG,TOT,OK,90.9072,32.7739,1.47185,-6.38318,5e-05,0.000542289,yes,8011.0,5.0,0.619174238,8.347768595041321,25.64467918622848,0.32551659291273877
1199,ENST00000261799,ENSG00000113721.13,PDGFRB,SG,TOT,OK,17.5705,8.826830000000001,0.993185,-4.20697,5e-05,0.000542289,yes,5700.0,1.0,0.374148362,1.6134527089072541,6.906752738654148,0.2336051064746314
1200,ENST00000261811,ENSG00000120306.10,CYSTM1,SG,TOT,OK,2.1394599999999997,3.4844,-0.703665,0.7932899999999999,0.1755,0.45941800000000005,no,790.0,0.0,0.088268516,0.19646097337006424,2.726447574334898,0.07205749166770237
1201,ENST00000261813,ENSG00000113068.9,PFDN1,SG,TOT,OK,20.4868,35.111999999999995,-0.7772680000000001,2.56298,5e-05,0.000542289,yes,1336.0,1.0,0.314504112,1.881248852157943,27.474178403755865,0.0684733433885239
1202,ENST00000261819,ENSG00000089053.12,ANAPC5,SG,TOT,OK,14.6125,27.3006,-0.901731,2.80139,5e-05,0.000542289,yes,2574.0,0.0,0.109249552,1.3418273645546372,21.361971830985915,0.06281383456410579
1203,ENST00000261842,ENSG00000081014.10,AP4E1,SG,TOT,OK,6.261909999999999,2.72305,1.20138,-5.20941,5e-05,0.000542289,yes,6743.0,1.0,0.27251008,0.5750146923783287,2.1307120500782473,0.2698697331519818
1204,ENST00000261845,ENSG00000069956.11,MAPK6,SG,TOT,OK,47.0006,23.8025,0.981567,-3.5236199999999998,5e-05,0.000542289,yes,5330.0,4.0,0.470963325,4.315941230486684,18.624804381846634,0.23173082208011694
1205,ENST00000261858,ENSG00000138604.9,GLCE,SG,TOT,OK,7.07101,6.29281,0.168214,-0.392469,0.49045,0.701808,no,5044.0,2.0,0.581711645,0.6493122130394857,4.923951486697965,0.1318681174649263
1206,ENST00000261866,ENSG00000104133.14,SPG11,SG,TOT,OK,4.4449,1.90488,1.22245,-1.7925,0.00405,0.0292608,yes,7772.0,0.0,0.342432306,0.4081634527089072,1.4905164319248825,0.2738402904970305
1207,ENST00000261867,ENSG00000104154.6,SLC30A4,SG,TOT,OK,2.03815,1.03176,0.9821489999999999,-3.71085,5e-05,0.000542289,yes,7110.0,0.0,0.3115081,0.18715794306703395,0.8073239436619718,0.23182508649266245
1208,ENST00000261868,ENSG00000104131.12,EIF3J,SG,TOT,OK,9.70071,11.5913,-0.256877,0.611834,0.2825,0.542221,no,2479.0,2.0,0.419178834,0.8907906336088155,9.069874804381847,0.09821421495018386
1209,ENST00000261875,ENSG00000074696.12,HACD3,SG,TOT,OK,43.3702,64.7376,-0.577902,2.77129,5e-05,0.000542289,yes,3228.0,4.0,,3.982571166207529,50.65539906103286,0.07862086253449653
1210,ENST00000261881,ENSG00000075131.9,TIPIN,SG,TOT,OK,8.73113,10.3469,-0.24496500000000002,0.723064,0.20635,0.48793000000000003,no,1728.0,1.0,0.26325359,0.8017566574839302,8.096165884194052,0.09902917862011452
1211,ENST00000261884,ENSG00000103671.9,TRIP4,SG,TOT,OK,4.316669999999999,4.42243,-0.034919900000000004,0.13208699999999998,0.81755,0.899487,no,2013.0,1.0,0.170111853,0.396388429752066,3.4604303599374022,0.11454888222609297
1212,ENST00000261888,ENSG00000138617.15,PARP16,SG,TOT,OK,1.3557,1.60537,-0.243867,0.296396,0.5955,0.77167,no,2731.0,0.0,0.101423312,0.12449035812672175,1.2561580594679185,0.09910405556722153
1213,ENST00000261893,ENSG00000103642.11,LACTB,SG,TOT,OK,11.9975,16.1452,-0.428368,1.0449899999999999,0.07200000000000001,0.303987,no,1911.0,0.0,0.636162109,1.1016988062442608,12.633176838810641,0.08720679052474824
1214,ENST00000261918,ENSG00000138623.10,SEMA7A,SG,TOT,OK,53.61,33.2786,0.6879069999999999,-1.83719,0.0031,0.0231548,yes,3376.0,2.0,0.510079641,4.922865013774104,26.039593114241,0.1890530697686593
1215,ENST00000261921,ENSG00000129038.15,LOXL1,SG,TOT,OK,16.3386,22.6054,-0.468383,1.45797,0.013999999999999999,0.08432250000000001,no,2346.0,2.0,0.32525419,1.5003305785123966,17.68810641627543,0.08482143555693962
1216,ENST00000261942,ENSG00000113194.12,FAF2,SG,TOT,OK,47.3973,26.8894,0.817771,-3.94392,5e-05,0.000542289,yes,4485.0,5.0,0.605175499,4.352369146005509,21.040219092331768,0.20685949737052672
1217,ENST00000261951,ENSG00000113300.11,CNOT6,SG,TOT,OK,17.2545,9.310369999999999,0.8900610000000001,-3.95716,5e-05,0.000542289,yes,6219.0,0.0,0.261788697,1.5844352617079889,7.2851095461658835,0.21748955889645738
1218,ENST00000261978,ENSG00000119681.11,LTBP2,SG,TOT,OK,59.0276,18.6432,1.66274,-5.7575400000000005,5e-05,0.000542289,yes,8460.0,3.0,0.487142538,5.420348943985307,14.587793427230046,0.3715674321153677
1219,ENST00000262027,ENSG00000166986.14,MARS,SG,TOT,OK,70.5358,74.0402,-0.06995189999999998,0.244848,0.6665,0.814508,no,2797.0,0.0,0.141301665,6.477116620752984,57.93442879499217,0.1118008195726418
1220,ENST00000262030,ENSG00000110955.8,ATP5F1B,SG,TOT,OK,132.119,183.125,-0.47099799999999997,2.15728,0.0002,0.0019799,yes,1759.0,0.0,,12.132139577594122,143.2902973395931,0.0846682560009026
1221,ENST00000262031,ENSG00000076067.12,RBMS2,SG,TOT,OK,8.61882,5.40169,0.674079,-1.52433,0.01015,0.0643784,no,8488.0,1.0,0.34183496,0.7914435261707988,4.226674491392801,0.18724969897315116
1222,ENST00000262052,ENSG00000110911.15,SLC11A2,SG,TOT,OK,5.33111,3.05273,0.8043359999999999,-2.04794,0.00045,0.00415496,yes,4132.0,1.0,0.334426607,0.4895417814508723,2.388677621283255,0.2049425912852479
1223,ENST00000262053,ENSG00000123268.8,ATF1,SG,TOT,OK,12.1121,15.0371,-0.312075,1.13768,0.0473,0.22360500000000003,no,2412.0,2.0,0.691486796,1.1122222222222222,11.766118935837246,0.09452753522953228
1224,ENST00000262055,ENSG00000050426.15,LETMD1,SG,TOT,OK,0.096497,3.91785,-5.343430000000001,2.2607,0.10125,0.37953899999999996,no,2106.0,0.0,0.122909755,0.008861065197428833,3.0656103286384977,0.00289047342861877
1225,ENST00000262056,ENSG00000063046.17,EIF4B,SG,TOT,OK,69.6183,63.8106,0.125671,-0.5061899999999999,0.38045,0.6225430000000001,no,3856.0,2.0,0.116496414,6.392865013774105,49.930046948356804,0.12803643105696086
1226,ENST00000262061,ENSG00000111481.9,COPZ1,SG,TOT,OK,25.0621,41.5362,-0.7288640000000001,1.0145600000000001,0.08315,0.33608899999999997,no,1890.0,1.0,0.038811726,2.301386593204775,32.50093896713615,0.07080984938717799
1227,ENST00000262065,ENSG00000108960.8,MMD,SG,TOT,OK,8.22701,6.54485,0.330006,-1.33314,0.02035,0.114656,no,2569.0,1.0,0.050392517,0.7554646464646464,5.1211658841940535,0.14751809715758468
1228,ENST00000262067,ENSG00000106537.7,TSPAN13,SG,TOT,OK,1.21309,1.8066400000000002,-0.57462,1.7502400000000002,0.0031,0.0231548,yes,1873.0,1.0,0.021201457,0.11139485766758493,1.413646322378717,0.07879966573261608
1229,ENST00000262096,ENSG00000104219.12,ZDHHC2,SG,TOT,OK,7.16506,7.144360000000001,0.0041734,-0.0189707,0.97415,0.981033,no,5924.0,1.0,0.087610261,0.6579485766758494,5.590266040688577,0.1176953962274767
1230,ENST00000262109,ENSG00000104714.13,ERICH1,SG,TOT,OK,2.09678,1.38973,0.5933689999999999,-1.57839,0.0079,0.052058400000000005,no,1798.0,0.0,0.752783845,0.19254178145087233,1.0874256651017213,0.17706201686242282
1231,ENST00000262120,ENSG00000128791.11,TWSG1,SG,TOT,OK,10.1018,11.012,-0.124474,0.365471,0.51825,0.720406,no,3750.0,0.0,0.08990695,0.927621671258035,8.616588419405321,0.10765533017324452
1232,ENST00000262133,ENSG00000103479.15,RBL2,SG,TOT,OK,14.347999999999999,6.87625,1.06116,-4.62363,5e-05,0.000542289,yes,4854.0,1.0,0.131154591,1.3175390266299356,5.38047730829421,0.244874004876649
1233,ENST00000262139,ENSG00000070540.12,WIPI1,SG,TOT,OK,5.83595,7.06809,-0.276354,0.18143299999999998,0.7204,0.84654,no,1908.0,0.0,0.100188425,0.5358999081726354,5.530586854460093,0.09689747621275736
1234,ENST00000262146,ENSG00000066855.15,MTFR1,SG,TOT,OK,4.70518,9.49028,-1.0122,2.20833,0.0006,0.00539248,yes,2651.0,1.0,0.258255149,0.43206427915518825,7.425884194053208,0.05818354661404412
1235,ENST00000262158,ENSG00000101665.9,SMAD7,SG,TOT,OK,31.4484,14.3119,1.1357700000000002,-4.66793,5e-05,0.000542289,yes,4428.0,3.0,0.699927526,2.887823691460055,11.19866979655712,0.257872028010673
1236,ENST00000262177,ENSG00000105993.14,DNAJB6,SG,TOT,OK,6.1772599999999995,9.88358,-0.678067,1.8752900000000001,0.0021,0.016456000000000002,yes,2489.0,2.0,0.303832675,0.5672415059687786,7.733630672926448,0.0733473745978784
1237,ENST00000262187,ENSG00000106615.9,RHEB,SG,TOT,OK,2.52988,4.67249,-0.885122,2.58853,5e-05,0.000542289,yes,2046.0,0.0,0.060261,0.23231221303948574,3.656095461658842,0.0635410687373248
1238,ENST00000262188,ENSG00000082014.16,SMARCD3,SG,TOT,OK,0.735068,3.25133,-2.14508,1.6966400000000001,0.0316,0.163888,no,1907.0,1.0,0.033911219,0.06749935720844812,2.5440766823161187,0.02653196646061664
1239,ENST00000262193,ENSG00000008018.8,PSMB1,SG,TOT,OK,53.1347,143.16299999999998,-1.42993,6.7389,5e-05,0.000542289,yes,891.0,2.0,0.103126434,4.879219467401286,112.02112676056336,0.043556243438170786
1240,ENST00000262198,ENSG00000101544.8,ADNP2,SG,TOT,OK,88.435,31.824,1.4745,-6.88543,5e-05,0.000542289,yes,5157.0,3.0,0.712310998,8.120752984389348,24.901408450704228,0.326116211477174
1241,ENST00000262210,ENSG00000104218.14,CSPP1,SG,TOT,OK,7.74578,4.37673,0.823558,-1.33413,0.0209,0.11722300000000001,no,4476.0,0.0,0.52344122,0.7112745638200183,3.4246713615023476,0.20769133406949555
1242,ENST00000262213,ENSG00000067167.7,TRAM1,SG,TOT,OK,28.0885,48.9856,-0.8023779999999999,3.79599,5e-05,0.000542289,yes,3056.0,1.0,0.017349834,2.579292929292929,38.32989045383411,0.06729194627883223
1243,ENST00000262215,ENSG00000066777.8,ARFGEF1,SG,TOT,OK,35.3378,8.86892,1.9943799999999998,-7.133769999999999,5e-05,0.000542289,yes,7320.0,4.0,0.312045719,3.2449770431588614,6.939687010954616,0.4675970311105552
1244,ENST00000262241,ENSG00000089902.9,RCOR1,SG,TOT,OK,21.6006,6.27599,1.7831599999999999,-8.23142,5e-05,0.000542289,yes,5751.0,4.0,0.432598059,1.983526170798898,4.910790297339593,0.4039118045568893
1245,ENST00000262259,ENSG00000105497.7,ZNF175,SG,TOT,OK,2.39204,1.1959600000000001,1.00007,-3.6294,5e-05,0.000542289,yes,6552.0,0.0,0.74422251,0.21965472910927455,0.9358059467918624,0.23472251898194996
1246,ENST00000262265,ENSG00000104872.10,PIH1D1,SG,TOT,OK,17.3608,45.6375,-1.39439,2.63809,5e-05,0.000542289,yes,1197.0,1.0,0.107137403,1.594196510560147,35.710093896713616,0.04464274205414118
1247,ENST00000262288,ENSG00000121064.12,SCPEP1,SG,TOT,OK,5.42465,12.5372,-1.20861,2.23838,0.0006,0.00539248,yes,1921.0,0.0,0.081192711,0.4981313131313131,9.81001564945227,0.05077783063058881
1248,ENST00000262291,ENSG00000062716.12,VMP1,SG,TOT,OK,17.973,30.6512,-0.770111,0.483625,0.38305,0.624213,no,3686.0,2.0,0.180151072,1.6504132231404958,23.98372456964006,0.06881388327940027
1249,ENST00000262293,ENSG00000068489.12,PRR11,SG,TOT,OK,75.1989,33.4631,1.16814,-3.20922,5e-05,0.000542289,yes,6226.0,4.0,0.292685406,6.905316804407713,26.183959311424097,0.2637231719725028
1250,ENST00000262294,ENSG00000108395.13,TRIM37,SG,TOT,OK,24.7301,12.5938,0.9735540000000001,-2.57495,5e-05,0.000542289,yes,4489.0,2.0,0.23949272,2.2708999081726353,9.854303599374022,0.23044752835876606
1251,ENST00000262300,ENSG00000127564.16,PKMYT1,SG,TOT,OK,17.6688,32.1986,-0.865793,2.05931,0.00125,0.0103961,yes,2061.0,0.0,0.145228712,1.6224793388429752,25.19452269170579,0.06439809789994977
1252,ENST00000262302,ENSG00000095906.16,NUBP2,SG,TOT,OK,13.08,44.9821,-1.78198,4.63506,5e-05,0.000542289,yes,1349.0,0.0,0.146805431,1.2011019283746556,35.197261345852894,0.034124868880350406
1253,ENST00000262304,ENSG00000008710.19,PKD1,SG,TOT,OK,7.136760000000001,4.01675,0.829241,-1.39605,0.0215,0.11998800000000001,no,14140.0,7.0,0.494536726,0.6553498622589532,3.1429968701095463,0.20851114059051276
1254,ENST00000262306,ENSG00000103363.14,ELOB,SG,TOT,OK,25.586,138.846,-2.44006,1.3233700000000002,0.28035,0.540092,no,582.0,0.0,,2.3494949494949493,108.64319248826291,0.02162579077146295
1255,ENST00000262315,ENSG00000127586.16,CHTF18,SG,TOT,OK,11.5139,16.9981,-0.561996,1.81987,0.00165,0.013293700000000002,yes,3092.0,1.0,0.310125532,1.057291092745638,13.300547730829422,0.07949229717020875
1256,ENST00000262316,ENSG00000007384.15,RHBDF1,SG,TOT,OK,6.16806,8.95547,-0.5379520000000001,2.15083,0.00025,0.00243196,yes,2992.0,2.0,0.370091359,0.5663966942148759,7.0074100156494525,0.08082825080164541
1257,ENST00000262318,ENSG00000103249.17,CLCN7,SG,TOT,OK,11.4608,12.0401,-0.0711422,0.270301,0.6355,0.7962090000000001,no,3717.0,2.0,0.464462661,1.052415059687787,9.421048513302035,0.11170890991611297
1258,ENST00000262319,ENSG00000100726.14,TELO2,SG,TOT,OK,6.16978,9.21183,-0.57827,1.50912,0.01205,0.07450010000000001,no,3314.0,1.0,0.470787588,0.56655463728191,7.208004694835681,0.0786007586382164
1259,ENST00000262327,ENSG00000005156.11,LIG3,SG,TOT,OK,13.9202,9.37832,0.569774,-1.06409,0.06465,0.281147,no,3055.0,1.0,0.509342753,1.2782552800734617,7.338278560250392,0.1741900732683342
1260,ENST00000262340,ENSG00000116745.6,RPE65,SG,TOT,OK,0.234719,1.2742200000000001,-2.44061,5.43567,5e-05,0.000542289,yes,2605.0,0.0,0.265506844,0.02155362718089991,0.9970422535211269,0.02161756646198465
1261,ENST00000262370,ENSG00000102858.12,MGRN1,SG,TOT,OK,11.652999999999999,10.9348,0.0917827,-0.343848,0.54875,0.740805,no,3930.0,2.0,0.359643832,1.070064279155188,8.556181533646322,0.12506329779788658
1262,ENST00000262374,ENSG00000033011.12,ALG1,SG,TOT,OK,13.0125,12.9799,0.00361232,-0.0100617,0.9852,0.9882120000000001,no,3900.0,0.0,0.265334992,1.1949035812672175,10.15641627543036,0.11765011878824214
1263,ENST00000262376,ENSG00000118900.14,UBN1,SG,TOT,OK,44.3531,11.0384,2.00651,-6.0945,5e-05,0.000542289,yes,6443.0,3.0,0.701720304,4.072828282828282,8.637245696400626,0.4715424831003175
1264,ENST00000262384,ENSG00000102921.7,N4BP1,SG,TOT,OK,2.97581,2.27561,0.38702800000000004,-1.0658100000000001,0.06385,0.278871,no,7077.0,0.0,0.640109454,0.2732607897153352,1.780602503912363,0.15346535182047819
1265,ENST00000262395,ENSG00000076604.14,TRAF4,SG,TOT,OK,18.0279,26.2446,-0.54179,2.14269,0.0003,0.00287097,yes,2894.0,1.0,0.404832011,1.6554545454545453,20.535680751173707,0.0806135703760358
1266,ENST00000262426,ENSG00000103241.6,FOXF1,SG,TOT,OK,2.6476900000000003,1.1876799999999998,1.15659,-4.0987599999999995,5e-05,0.000542289,yes,3520.0,1.0,0.632753422,0.2431303948576676,0.9293270735524255,0.2616198341540644
1267,ENST00000262428,ENSG00000103187.7,COTL1,SG,TOT,OK,41.9349,141.128,-1.75078,6.582319999999999,5e-05,0.000542289,yes,1842.0,1.0,0.055975107,3.8507713498622587,110.42879499217526,0.03487108004877818
1268,ENST00000262432,ENSG00000165055.15,METTL2B,SG,TOT,OK,7.62533,4.0362599999999995,0.917782,-2.33812,0.00015,0.0015171,yes,5841.0,2.0,0.225241239,0.7002139577594123,3.1582629107981215,0.22170857130525018
1269,ENST00000262435,ENSG00000108854.15,SMURF2,SG,TOT,OK,89.7997,34.5541,1.37785,-2.8065700000000002,5e-05,0.000542289,yes,6240.0,3.0,0.267220207,8.246069788797062,27.037636932707354,0.3049848553451731
1270,ENST00000262450,ENSG00000116254.17,CHD5,SG,TOT,OK,2.96674,1.03845,1.51445,-2.3043099999999996,0.0003,0.00287097,yes,9850.0,0.0,0.575590033,0.2724279155188246,0.8125586854460094,0.3352716799393884
1271,ENST00000262455,ENSG00000023318.7,ERP44,SG,TOT,OK,2.87246,5.7506699999999995,-1.0014399999999999,4.33579,5e-05,0.000542289,yes,4808.0,2.0,0.050479974,0.26377043158861335,4.499741784037559,0.05861901510089222
1272,ENST00000262457,ENSG00000119509.12,INVS,SG,TOT,OK,4.87027,3.40843,0.514894,-1.81283,0.0017,0.0136554,yes,4897.0,2.0,0.535696558,0.44722405876951327,2.6670031298904537,0.16768786423879556
1273,ENST00000262460,ENSG00000101003.9,GINS1,SG,TOT,OK,14.1342,18.5457,-0.391902,1.84571,0.0013,0.010763,yes,3311.0,2.0,0.103924626,1.2979063360881542,14.51150234741784,0.08943983228029469
